ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
25	Uyghur	twenty five	jiɡirmɛ bɛʃ	j i ɡ i r m ɛ + b ɛ ʃ	twenty five	j i ɡ i r m ɛ + b ɛ ʃ	17 4		wiktionary
26	Uyghur	twenty six	jiɡirmɛ ʔɑltɛ	j i ɡ i r m ɛ + ʔ ɑ l t ɛ	twenty six	j i ɡ i r m ɛ + ʔ ɑ l t ɛ	17 12		wiktionary
27	Uyghur	twenty seven	jiɡirmɛ jɛttɛ	j i ɡ i r m ɛ + j ɛ tː ɛ	twenty seven	j i ɡ i r m ɛ + j ɛ tː ɛ	17 10		wiktionary
28	Uyghur	twenty eight	jiɡirmɛ sɛkkiz	j i ɡ i r m ɛ + s ɛ kː i z	twenty eight	j i ɡ i r m ɛ + s ɛ kː i z	17 1		wiktionary
29	Uyghur	twenty nine	jiɡirmɛ toqquz	j i ɡ i r m ɛ + t o qː u z	twenty nine	j i ɡ i r m ɛ + t o qː u z	17 7		wiktionary
30	Uyghur	thirty	ʔottuz 	ʔ o tː u z	thirty	ʔ o tː u z	15		wiktionary
31	Uyghur	thirty one	ʔottuz bir	ʔ o tː u z + b i r	thirty one	ʔ o tː u z + b i r	15 9		wiktionary
32	Uyghur	thirty two	ʔottuz ʔikki	ʔ o tː u z + ʔ i kː i	thirty two	ʔ o tː u z + ʔ i kː i	15 18		wiktionary
33	Uyghur	thirty three	ʔottuz ʔyt͡ʃ	ʔ o tː u z + ʔ y tʃ	thirty three	ʔ o tː u z + ʔ y tʃ	15 16		wiktionary
34	Uyghur	thirty four	ʔottuz tøt	ʔ o tː u z + t ø t	thirty four	ʔ o tː u z + t ø t	15 6		wiktionary
35	Uyghur	thirty five	ʔottuz bɛʃ	ʔ o tː u z + b ɛ ʃ	thirty five	ʔ o tː u z + b ɛ ʃ	15 4		wiktionary
36	Uyghur	thirty six	ʔottuz ʔɑltɛ	ʔ o tː u z + ʔ ɑ l t ɛ	thirty six	ʔ o tː u z + ʔ ɑ l t ɛ	15 12		wiktionary
37	Uyghur	thirty seven	ʔottuz jɛttɛ	ʔ o tː u z + j ɛ tː ɛ	thirty seven	ʔ o tː u z + j ɛ tː ɛ	15 10		wiktionary
38	Uyghur	thirty eight	ʔottuz sɛkkiz	ʔ o tː u z + s ɛ kː i z	thirty eight	ʔ o tː u z + s ɛ kː i z	15 1		wiktionary
39	Uyghur	thirty nine	ʔottuz toqquz	ʔ o tː u z + t o qː u z	thirty nine	ʔ o tː u z + t o qː u z	15 7		wiktionary
40	Uyghur	forty	ʔɛllik 	ʔ ɛ lː i k	forty	ʔ ɛ lː i k	5		wiktionary
41	Uyghur	forty one	ʔɛllik bir	ʔ ɛ lː i k + b i r	forty one	ʔ ɛ lː i k + b i r	5 9		wiktionary
42	Uyghur	forty two	ʔɛllik ʔikki	ʔ ɛ lː i k + ʔ i kː i	forty two	ʔ ɛ lː i k + ʔ i kː i	5 18		wiktionary
43	Uyghur	forty three	ʔɛllik ʔyt͡ʃ	ʔ ɛ lː i k + ʔ y tʃ	forty three	ʔ ɛ lː i k + ʔ y tʃ	5 16		wiktionary
44	Uyghur	forty four	ʔɛllik tøt	ʔ ɛ lː i k + t ø t	forty four	ʔ ɛ lː i k + t ø t	5 6		wiktionary
45	Uyghur	forty five	ʔɛllik bɛʃ	ʔ ɛ lː i k + b ɛ ʃ	forty five	ʔ ɛ lː i k + b ɛ ʃ	5 4		wiktionary
46	Uyghur	forty six	ʔɛllik ʔɑltɛ	ʔ ɛ lː i k + ʔ ɑ l t ɛ	forty six	ʔ ɛ lː i k + ʔ ɑ l t ɛ	5 12		wiktionary
47	Uyghur	forty seven	ʔɛllik jɛttɛ	ʔ ɛ lː i k + j ɛ tː ɛ	forty seven	ʔ ɛ lː i k + j ɛ tː ɛ	5 10		wiktionary
48	Uyghur	forty eight	ʔɛllik sɛkkiz	ʔ ɛ lː i k + s ɛ kː i z	forty eight	ʔ ɛ lː i k + s ɛ kː i z	5 1		wiktionary
49	Uyghur	forty nine	ʔɛllik toqquz	ʔ ɛ lː i k + t o qː u z	forty nine	ʔ ɛ lː i k + t o qː u z	5 7		wiktionary
50	Uyghur	fifty	ʔɑtmiʃ 	ʔ ɑ t m i ʃ	fifty	ʔ ɑ t m i ʃ	3		wiktionary
51	Uyghur	fifty one	ʔɑtmiʃ bir	ʔ ɑ t m i ʃ + b i r	fifty one	ʔ ɑ t m i ʃ + b i r	3 9		wiktionary
52	Uyghur	fifty two	ʔɑtmiʃ ʔikki	ʔ ɑ t m i ʃ + ʔ i kː i	fifty two	ʔ ɑ t m i ʃ + ʔ i kː i	3 18		wiktionary
53	Uyghur	fifty three	ʔɑtmiʃ ʔyt͡ʃ	ʔ ɑ t m i ʃ + ʔ y tʃ	fifty three	ʔ ɑ t m i ʃ + ʔ y tʃ	3 16		wiktionary
54	Uyghur	fifty four	ʔɑtmiʃ tøt	ʔ ɑ t m i ʃ + t ø t	fifty four	ʔ ɑ t m i ʃ + t ø t	3 6		wiktionary
55	Uyghur	fifty five	ʔɑtmiʃ bɛʃ	ʔ ɑ t m i ʃ + b ɛ ʃ	fifty five	ʔ ɑ t m i ʃ + b ɛ ʃ	3 4		wiktionary
56	Uyghur	fifty six	ʔɑtmiʃ ʔɑltɛ	ʔ ɑ t m i ʃ + ʔ ɑ l t ɛ	fifty six	ʔ ɑ t m i ʃ + ʔ ɑ l t ɛ	3 12		wiktionary
57	Uyghur	fifty seven	ʔɑtmiʃ jɛttɛ	ʔ ɑ t m i ʃ + j ɛ tː ɛ	fifty seven	ʔ ɑ t m i ʃ + j ɛ tː ɛ	3 10		wiktionary
58	Uyghur	fifty eight	ʔɑtmiʃ sɛkkiz	ʔ ɑ t m i ʃ + s ɛ kː i z	fifty eight	ʔ ɑ t m i ʃ + s ɛ kː i z	3 1		wiktionary
59	Uyghur	fifty nine	ʔɑtmiʃ toqquz	ʔ ɑ t m i ʃ + t o qː u z	fifty nine	ʔ ɑ t m i ʃ + t o qː u z	3 7		wiktionary
60	Uyghur	sixty	jɛtmiʃ 	j ɛ t m i ʃ	sixty	j ɛ t m i ʃ	13		wiktionary
61	Uyghur	sixty one	jɛtmiʃ bir	j ɛ t m i ʃ + b i r	sixty one	j ɛ t m i ʃ + b i r	13 9		wiktionary
62	Uyghur	sixty two	jɛtmiʃ ʔikki	j ɛ t m i ʃ + ʔ i kː i	sixty two	j ɛ t m i ʃ + ʔ i kː i	13 18		wiktionary
63	Uyghur	sixty three	jɛtmiʃ ʔyt͡ʃ	j ɛ t m i ʃ + ʔ y tʃ	sixty three	j ɛ t m i ʃ + ʔ y tʃ	13 16		wiktionary
64	Uyghur	sixty four	jɛtmiʃ tøt	j ɛ t m i ʃ + t ø t	sixty four	j ɛ t m i ʃ + t ø t	13 6		wiktionary
65	Uyghur	sixty five	jɛtmiʃ bɛʃ	j ɛ t m i ʃ + b ɛ ʃ	sixty five	j ɛ t m i ʃ + b ɛ ʃ	13 4		wiktionary
66	Uyghur	sixty six	jɛtmiʃ ʔɑltɛ	j ɛ t m i ʃ + ʔ ɑ l t ɛ	sixty six	j ɛ t m i ʃ + ʔ ɑ l t ɛ	13 12		wiktionary
67	Uyghur	sixty seven	jɛtmiʃ jɛttɛ	j ɛ t m i ʃ + j ɛ tː ɛ	sixty seven	j ɛ t m i ʃ + j ɛ tː ɛ	13 10		wiktionary
68	Uyghur	sixty eight	jɛtmiʃ sɛkkiz	j ɛ t m i ʃ + s ɛ kː i z	sixty eight	j ɛ t m i ʃ + s ɛ kː i z	13 1		wiktionary
69	Uyghur	sixty nine	jɛtmiʃ toqquz	j ɛ t m i ʃ + t o qː u z	sixty nine	j ɛ t m i ʃ + t o qː u z	13 7		wiktionary
70	Uyghur	seventy	sɛksɛn 	s ɛ k s ɛ n	seventy	s ɛ k s ɛ n	11		wiktionary
71	Uyghur	seventy one	sɛksɛn bir	s ɛ k s ɛ n + b i r	seventy one	s ɛ k s ɛ n + b i r	11 9		wiktionary
72	Uyghur	seventy two	sɛksɛn ʔikki	s ɛ k s ɛ n + ʔ i kː i	seventy two	s ɛ k s ɛ n + ʔ i kː i	11 18		wiktionary
73	Uyghur	seventy three	sɛksɛn ʔyt͡ʃ	s ɛ k s ɛ n + ʔ y tʃ	seventy three	s ɛ k s ɛ n + ʔ y tʃ	11 16		wiktionary
74	Uyghur	seventy four	sɛksɛn tøt	s ɛ k s ɛ n + t ø t	seventy four	s ɛ k s ɛ n + t ø t	11 6		wiktionary
75	Uyghur	seventy five	sɛksɛn bɛʃ	s ɛ k s ɛ n + b ɛ ʃ	seventy five	s ɛ k s ɛ n + b ɛ ʃ	11 4		wiktionary
76	Uyghur	seventy six	sɛksɛn ʔɑltɛ	s ɛ k s ɛ n + ʔ ɑ l t ɛ	seventy six	s ɛ k s ɛ n + ʔ ɑ l t ɛ	11 12		wiktionary
77	Uyghur	seventy seven	sɛksɛn jɛttɛ	s ɛ k s ɛ n + j ɛ tː ɛ	seventy seven	s ɛ k s ɛ n + j ɛ tː ɛ	11 10		wiktionary
78	Uyghur	seventy eight	sɛksɛn sɛkkiz	s ɛ k s ɛ n + s ɛ kː i z	seventy eight	s ɛ k s ɛ n + s ɛ kː i z	11 1		wiktionary
79	Uyghur	seventy nine	sɛksɛn toqquz	s ɛ k s ɛ n + t o qː u z	seventy nine	s ɛ k s ɛ n + t o qː u z	11 7		wiktionary
80	Uyghur	eighty	toqsɑn 	t o q s ɑ n	eighty	t o q s ɑ n	2		wiktionary
81	Uyghur	eighty one	toqsɑn bir	t o q s ɑ n + b i r	eighty one	t o q s ɑ n + b i r	2 9		wiktionary
82	Uyghur	eighty two	toqsɑn ʔikki	t o q s ɑ n + ʔ i kː i	eighty two	t o q s ɑ n + ʔ i kː i	2 18		wiktionary
83	Uyghur	eighty three	toqsɑn ʔyt͡ʃ	t o q s ɑ n + ʔ y tʃ	eighty three	t o q s ɑ n + ʔ y tʃ	2 16		wiktionary
84	Uyghur	eighty four	toqsɑn tøt	t o q s ɑ n + t ø t	eighty four	t o q s ɑ n + t ø t	2 6		wiktionary
85	Uyghur	eighty five	toqsɑn bɛʃ	t o q s ɑ n + b ɛ ʃ	eighty five	t o q s ɑ n + b ɛ ʃ	2 4		wiktionary
86	Uyghur	eighty six	toqsɑn ʔɑltɛ	t o q s ɑ n + ʔ ɑ l t ɛ	eighty six	t o q s ɑ n + ʔ ɑ l t ɛ	2 12		wiktionary
87	Uyghur	eighty seven	toqsɑn jɛttɛ	t o q s ɑ n + j ɛ tː ɛ	eighty seven	t o q s ɑ n + j ɛ tː ɛ	2 10		wiktionary
88	Uyghur	eighty eight	toqsɑn sɛkkiz	t o q s ɑ n + s ɛ kː i z	eighty eight	t o q s ɑ n + s ɛ kː i z	2 1		wiktionary
89	Uyghur	eighty nine	toqsɑn toqquz	t o q s ɑ n + t o qː u z	eighty nine	t o q s ɑ n + t o qː u z	2 7		wiktionary
90	Uyghur	ninety	jyz 	j y z	ninety	j y z	8		wiktionary
91	Uyghur	ninety one	jyz bir	j y z + b i r	ninety one	j y z + b i r	8 9		wiktionary
92	Uyghur	ninety two	jyz ʔikki	j y z + ʔ i kː i	ninety two	j y z + ʔ i kː i	8 18		wiktionary
93	Uyghur	ninety three	jyz ʔyt͡ʃ	j y z + ʔ y tʃ	ninety three	j y z + ʔ y tʃ	8 16		wiktionary
94	Uyghur	ninety four	jyz tøt	j y z + t ø t	ninety four	j y z + t ø t	8 6		wiktionary
95	Uyghur	ninety five	jyz bɛʃ	j y z + b ɛ ʃ	ninety five	j y z + b ɛ ʃ	8 4		wiktionary
96	Uyghur	ninety six	jyz ʔɑltɛ	j y z + ʔ ɑ l t ɛ	ninety six	j y z + ʔ ɑ l t ɛ	8 12		wiktionary
97	Uyghur	ninety seven	jyz jɛttɛ	j y z + j ɛ tː ɛ	ninety seven	j y z + j ɛ tː ɛ	8 10		wiktionary
98	Uyghur	ninety eight	jyz sɛkkiz	j y z + s ɛ kː i z	ninety eight	j y z + s ɛ kː i z	8 1		wiktionary
99	Uyghur	ninety nine	jyz toqquz	j y z + t o qː u z	ninety nine	j y z + t o qː u z	8 7		wiktionary
